Diamonds,Sam Smith,1913982
Savage Remix (feat. Beyoncé),Megan Thee Stallion,1882337
Sweater Weather,The Neighbourhood,1865390
Falling,Harry Styles,1842279
Flex (feat. Juice WRLD),Polo G,1841305
Narrow Road (feat. Lil Baby),NLE Choppa,1825616
Walk Em Down (feat. Roddy Ricch),NLE Choppa,1824428
Money Trees,Kendrick Lamar,1816037
Star Shopping,Lil Peep,1810048
Stunnin' (feat. Harm Franklin),Curtis Waters,1805516
Beautiful Crazy,Luke Combs,1805357
No Guidance (feat. Drake),Chris Brown,1793039
my future,Billie Eilish,1786012
BLIND (feat. Young Thug),DaBaby,1778902
I Hope,Gabby Barrett,1761772
the 1,Taylor Swift,1761692
Stuck with U (with Justin Bieber),Ariana Grande,1759155
Tongue Tied,Grouplove,1757226
jawbreaker,Machine Gun Kelly,1748464
play this when i'm gone,Machine Gun Kelly,1742778
exile (feat. Bon Iver),Taylor Swift,1740874
Take You Dancing,Jason Derulo,1735537
20 Min,Lil Uzi Vert,1732116
Excitement,Trippie Redd,1729761
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,1725335
Dolly (with Lil Uzi Vert),Lil Tecca,1720625
Godzilla (feat. Juice WRLD),Eminem,1714228
Dance Monkey,Tones And I,1711653
One Of Them Girls,Lee Brice,1710124
High Fashion (feat. Mustard),Roddy Ricch,1702259
MIDDLE CHILD,J. Cole,1699355
July,Noah Cyrus,1696304
BOP,DaBaby,1696264
SAD!,XXXTENTACION,1695650
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,1690661
lovely (with Khalid),Billie Eilish,1686983
The Less I Know The Better,Tame Impala,1684915
Don't Start Now,Dua Lipa,1684606
feel something,Bea Miller,1684534
No Role Modelz,J. Cole,1682185
Heartless (feat. Morgan Wallen),Diplo,1666338
Chicago Freestyle (feat. Giveon),Drake,1663504
Said Sum,Moneybagg Yo,1652917
Life's A Mess (feat. Halsey),Juice WRLD,1652434
Rags2Riches (feat. ATR Son Son),Rod Wave,1632382
Without You,Luke Combs,1629053
OK Not To Be OK,Marshmello,1625766
Drip Too Hard (Lil Baby & Gunna),Lil Baby,1623862
Hit Different,SZA,1621756
PTSD,G Herbo,1613865
I Fall Apart,Post Malone,1610526
everything i wanted,Billie Eilish,1610051
Pussy Talk,City Girls,1603103
"10,000 Hours (with Justin Bieber)",Dan + Shay,1586768
Bang!,AJR,1579321
Daddy Issues,The Neighbourhood,1577941
rockstar (feat. 21 Savage),Post Malone,1575322
Kings & Queens,Ava Max,1547656
Reanimator (feat. Yves Tumor),Joji,1542482
Kacey Talk,YoungBoy Never Broke Again,1541224
XO Tour Llif3,Lil Uzi Vert,1533080
Wow.,Post Malone,1530323
Be Kind (with Halsey),Marshmello,1528473
Break My Heart,Dua Lipa,1522808
Cover Me Up,Morgan Wallen,1517545
Armed And Dangerous,Juice WRLD,1507380
ily (i love you baby) (feat. Emilee),Surf Mesa,1506358
Prospect (ft. Lil Baby),iann dior,1490881
Say You Won't Let Go,James Arthur,1489620
Maniac,Conan Gray,1486887
bad guy,Billie Eilish,1484977
Stuntin' On You (feat. DaBaby),Tyla Yaweh,1483403
Mr. Brightside,The Killers,1482940
Say So,Doja Cat,1468594
Tennessee Whiskey,Chris Stapleton,1465220
Relación - Remix,Sech,1462509
